FirstName,Gender,Popularity
Eliakim,M,103
Eliam,M,95
Éliam,M,3
Elian,M,1237
Eliana,F,1176
Éliana,F,26
Eliane,F,110843
Éliane,F,21
Elianna,F,3
Elianne,F,543
Eliano,M,22
Eliard,M,18
Elias,M,11432
Élias,M,167
Eliav,M,9
Eliaz,M,227
Elicia,F,3
Elida,F,7
Elidjah,M,17
Elie,F,120
Elie,M,37803
Élie,M,417
Élie,F,7
Eliel,M,107
Elien,M,75
Elienne,F,3
Eliere,M,3
Elies,M,720
Eliès,M,7
Eliette,F,4829
Eliezer,M,24
Elif,F,2726
Elijah,M,1428
Elijah,F,18
Élijah,M,6
Elikia,M,7
Elikia,F,6
Elikya,F,40
Elimane,M,6
Elin,M,110
Elina,F,9000
Élina,F,657
Eline,F,5730
Éline,F,564
Elinor,F,49
Elinore,F,3
Elio,M,5040
Élio,M,293
Elion,M,7
Eliona,F,3
Elior,M,59
Eliora,F,91
Elios,M,6
Eliot,M,9037
Éliot,M,32
Eliote,M,3
Elioth,M,20
Eliott,M,19070
Éliott,M,105
Elis,F,3
Elisa,F,49520
Élisa,F,721
Elisabelle,F,14
Elisabeta,F,3
Elisabete,F,304
Elisabeth,F,158276
Elisabeth,M,52
Élisabeth,F,89
Elisabethe,F,33
Elisabette,F,3
Elisca,F,3
Elise,F,112446
Elise,M,45
Élise,F,2117
Eliséa,F,4
Elisee,M,522
Elisee,F,3
Elisée,M,3
Elisei,M,14
Elisemee,F,6
Elisemene,F,8
Elisene,F,15
Eliseo,M,10
Elisette,F,35
Elisha,F,24
Elisha,M,11
Elisheva,F,45
Elisien,M,20
Eliska,F,3
Elissa,F,654
Élissa,F,3
Eliya,F,25
Eliyah,F,50
Eliyahou,M,3
Eliz,F,39
Eliza,F,503
Elizabete,F,79
Elizabeth,F,1846
Elizan,F,9
Elizaveta,F,3
Elizéa,F,3
Elizio,M,6
Elke,F,47
Ella,F,4740
Ellana,F,10
Ellande,M,124
Ellea,F,3
Ellen,F,73
Elli,F,16
Ellia,F,6
Elliane,F,6
Ellie,F,1750
Elline,F,3
Elliot,M,5892
Elliott,M,987
Elly,F,236
Ellya,F,4
Ellyn,F,86
Ellyne,F,18
Elma,F,54
Elmedin,M,13
Elmedina,F,9
Elmire,F,221
Eloa,F,58
Eloah,F,3
Eloan,M,917
Éloan,M,12
Eloane,F,1645
Éloane,F,54
Eloann,F,3
Eloann,M,31
Eloanne,F,3
Elodie,F,154632
Élodie,F,2263
Elody,F,176
Elohan,M,7
Elohim,M,27
Eloi,F,29
Eloi,M,5929
Éloi,M,172
Eloic,M,20
Eloine,F,9
Eloïne,F,3
Elois,M,14
Eloisa,F,4
Eloise,F,20438
Eloïse,F,6741
Éloïse,F,857
Eloisha,F,15
Elon,M,54
Elona,F,1038
Elone,M,43
Elora,F,1956
Élora,F,18
Elorri,F,343
Elouan,M,5895
Élouan,M,27
Elouane,F,17
Elouann,M,373
Elouen,M,197
Elouenn,M,9
Elouna,F,3
Elowan,M,48
Elowann,M,3
Eloy,M,9
Eloyse,F,3
Elphege,M,11
Elric,M,21
Elrick,M,3
Elsa,F,43014
Else,F,878
Elsie,F,55
Elsy,F,9
Elton,M,9
Elvan,F,6
Elvan,M,4
Elven,M,22
Elvia,F,10
Elvin,F,16
Elvin,M,47
Elvina,F,396
Elvine,F,4
Elvio,M,3
Elvira,F,174
Elvire,F,1741
Elvis,M,697
Elwan,M,63
Elwann,M,6
Elwen,M,33
Elwen,F,3
Elwenn,F,13
Elwire,F,7
Ely,F,138
Ely,M,125
Elya,F,2971
Élya,F,32
Elyah,F,38
Elyakim,M,6
Elyam,M,23
Elyan,M,95
Elyana,F,534
Élyana,F,6
Elyanah,F,3
Elyane,F,485
Elyanna,F,30
Elyas,M,2049
Elyes,M,2628
Elyès,M,13
Elyess,M,14
Elyesse,M,3
Elyette,F,16
Elyjah,M,16
Elykia,F,7
Elyn,F,35
Elyna,F,2006
Élyna,F,51
Elyne,F,2686
Élyne,F,51
Elynn,F,117
Elyo,M,543
Elyon,M,3
Elyot,M,18
Elyott,M,12
Elysa,F,234
Elysabeth,F,3
Elyse,F,371
Elysee,M,24
Elyssa,F,638
Elyssia,F,3
Elza,F,346
Elzear,M,3
Ema,F,3777
Éma,F,6
Emanuel,M,169
Emanuella,F,6
Emanuelle,F,16
Emel,F,57
Emelia,F,48
Emelie,F,1739
Emelina,F,3
Emeline,F,32249
Émeline,F,121
Emelyne,F,1352
Emerance,F,38
Emerante,F,13
Emerantine,F,3
Emeraude,F,63
Emerence,F,18
Emeric,M,6430
Émeric,M,3
Emerick,M,673
Emerson,M,6
Emery,M,19
Emi,F,95
Emidio,M,3
Emie,F,1932
Émie,F,105
Emil,M,202
Emila,F,11
Emiland,M,14
Emile,F,30
Emile,M,162065
Émile,M,536
Emilia,F,4423
Émilia,F,9
Emiliana,F,19
Emiliane,F,3
Emiliano,M,17
Emilie,F,189403
Émilie,F,3170
Emilien,M,19671
Émilien,M,62
Emilienne,F,42798
Emilio,M,1267
Emilly,F,8
Emily,F,2884
Emilya,F,9
Emin,M,130
Emina,F,6
Emine,M,3
Emine,F,425
Emir,M,2270
Émir,M,26
Emira,F,7
Emircan,M,7
Emire,F,14
Emirhan,M,265
Emjy,M,3
Emma,F,151159
Emma,M,59
Émma,F,17
Emma-Lou,F,3
Emma-Louise,F,16
Emmanuel,M,131044
Emmanuel,F,44
Emmanuela,F,6
Emmanuele,F,118
Emmanuèle,F,7
Emmanuella,F,421
Emmanuelle,F,77627
Emma-Rose,F,3
Emmaus,M,36
Emme,F,74
Emmelie,F,11
Emmeline,F,435
Emmelyne,F,3
Emmeric,M,3
Emmerick,M,3
Emmi,F,6
Emmie,F,1467
Emmy,F,10343
Émmy,F,3
Emna,F,2456
Emrah,M,25
Emran,M,8
Emre,M,1650
Emric,M,3
Emrick,M,151
Emrys,M,350
Emy,F,10839
Émy,F,271
Emylie,F,4
Emyr,M,3
Ena,F,133
Enael,M,49
Enaël,M,464
Énaël,M,18
Enaelle,F,12
Enaëlle,F,21
Enaitz,M,11
Enara,F,6
Enaut,M,30
Enaya,F,14
Encarnacion,F,84
Endrick,M,56
Endy,M,38
Endza,F,3
Enea,F,323
Enea,M,3
Enéa,F,71
Énéa,F,21
Eneka,F,32
Eneko,M,575
Eneour,M,3
Enes,M,2113
Engelbert,M,3
Engie,F,3
Engin,M,10
Engrace,F,168
Enguerran,M,67
Enguerrand,M,486
Enide,F,27
Enimie,F,17
Enio,M,6
Eniola,F,3
Enis,M,209
Enjy,M,3
Enki,M,29
Ennemond,M,49
Ennio,M,82
Enoa,M,3
Enoah,M,3
Enoal,M,3
Enoch,M,3
Enogat,F,41
Enogat,M,95
Enoha,F,3
Enoha,M,332
Enola,F,6910
Énola,F,150
Enor,M,4
Enora,F,12599
Énora,F,536
Enorah,F,19
Enrick,M,251
Enrico,M,159
Enrike,M,3
Enrique,M,698
Ensar,M,96
Enso,M,3
Envel,M,52
Enya,F,43
Enyo,M,3
Enys,M,3
Enza,F,254
Enzio,M,3
Enzo,M,111098
Eole,M,7
Eole,F,3
Eolia,F,13
Eowyn,F,3
Ephraim,M,45
Ephraïm,M,61
Ephrem,M,51
Epiphane,M,415
Epiphane,F,3
Epiphanie,F,91
Eponine,F,32
Era,F,3
Eray,M,87
Erblin,M,3
Ercan,M,3
Erdal,M,6
Erdem,M,105
Erdi,M,3
Erell,F,749
Erembert,M,3
Eren,M,851
Erhan,M,12
Erhard,M,3
Eribert,M,3
Eric,M,315372
Éric,M,1246
Erica,F,462
Erich,M,458
Erick,M,4735
Ericka,F,411
Erickson,M,38
Erik,M,926
Erika,F,6857
Erin,F,1176
Erina,F,80
Erine,F,2004
Érine,F,34
Erion,M,6
Erique,F,21
Eris,M,7
Erita,F,7
Erkan,M,100
Erle,M,6
Ermenegildo,M,3
Ermes,M,3
Ermida,F,3
Ermin,M,4
Ermine,F,7
Erminia,F,22
Erminie,F,23
Erna,F,2502
Ernest,F,31
Ernest,M,50053
Ernesta,F,21
Erneste,F,15
Erneste,M,15
Ernestine,F,13166
Ernesto,M,55
Ernst,M,7
Eroan,M,3
Erol,M,10
Eron,M,3
Eros,M,76
Ersin,M,19
Ertugrul,M,14
Erva,F,77
Ervan,M,9
Erve,M,7
Ervin,M,57
Erwan,M,37143
Erwann,M,5329
Erwin,M,1385
Erwoan,M,7
Ery,M,4
Eryk,M,3
Eryn,F,90
Eryne,F,194
Erynn,F,3
Erza,F,9
Esad,M,3
Esaie,M,39
Esaïe,M,30
Ésaïe,M,3
Esat,M,3
Esdras,M,9
Esen,F,3
Eshan,M,3
Esila,F,120
Esin,F,12
Eslem,F,314
Esma,F,1425
Esmanur,F,16
Esma-Nur,F,3
Esme,F,3
Esmee,F,3
Esmée,F,135
Esmeralda,F,154
Esperance,F,347
Esperance,M,10
Espérance,F,4
Esperanza,F,43
Esprit,M,84
Esra,F,700
Esraa,F,9
Essam,M,6
Essia,F,35
Essil,F,9
Essya,F,14
Esteban,M,26222
Estéban,M,775
Estebàn,M,5
Estebane,M,21
Estebann,M,33
Estebe,M,9
Estee,F,3
Estella,F,106
Estelle,F,70267
Estellie,F,28
Ester,F,32
Estera,F,9
Esterina,F,6
Estevan,M,46
Estheban,M,3
Esthel,F,9
Esther,F,12581
Esther,M,19
Esthere,F,4
Estitxu,F,17
Estrella,F,34
Etan,M,610
Étan,M,3
Etane,M,3
Etann,M,42
Ethan,M,59484
Éthan,M,1162
Ethanaël,M,3
Ethane,M,64
Ethaniel,M,11
Ethann,M,781
Éthann,M,3
Ethel,F,430
Ethem,M,3
Etienna,F,53
Etienne,F,264
Etienne,M,80598
Étienne,M,105
Etiennette,F,4798
Etiennise,F,226
Ettore,M,14
Euchariste,F,3
Eucher,M,47
Eudes,F,18
Eudes,M,74
Eudore,M,3
Eudoxie,F,205
Eudoxie,M,22
Eugene,M,26
Eugène,M,103126
Eugène,F,23
Eugenia,F,194
Eugenie,F,151
Eugénie,M,3
Eugénie,F,65795
Eugenio,M,37
Eulalia,F,3
Eulalie,M,59
Eulalie,F,2924
Eulaly,F,3
Euloge,M,288
Euloge,F,122
Eunice,F,147
Euphemie,F,101
Euphrase,M,18
Euphrasie,F,1183
Euphrasie,M,20
Euphroisie,F,12
Euphrosine,F,12
Euria,F,5
Eurielle,F,6
Eurydice,F,52
Eusebe,M,474
Eusebe,F,107
Eusebie,F,26
Eusebio,M,15
Eustache,F,164
Eustache,M,780
Eustase,M,152
Eustase,F,68
Eustasie,F,16
Eutrope,M,49
Eutrope,F,34
Eva,F,79225
Éva,F,1062
Evaelle,F,48
Evaëlle,F,3
Eva-Luna,F,3
Eva-Marie,F,3
Evan,M,40577
Évan,M,277
Evana,F,96
Evane,M,3
Evane,F,71
Evangeline,F,21
Evangéline,F,7
Evann,M,3207
Évann,M,3
Evans,M,352
Evan's,M,9
Evariste,M,755
Evariste,F,97
Eva-Rose,F,8
Eve,F,11275
Ève,F,161
Evelina,F,36
Eveline,F,14735
Eve-Line,F,3
Evely,F,3
Evelyn,F,36
Evelyne,F,125623
Évelyne,F,61
Evelyse,F,34
Eve-Marie,F,31
Even,M,344
Evenor,M,168
Evens,M,28
Evenson,M,3
Evie,F,62
Evin,F,35
Evodie,F,58
Evrard,M,48
Evy,F,558
Évy,F,10
Ewa,F,18
Ewald,M,126
Ewan,M,5085
Ewann,M,199
Ewen,M,9833
Ewena,F,3
Ewenn,M,1014
Exauce,M,63
Exaucé,M,7
Exaucee,F,9
Expedie,M,53
Expedit,M,873
Expédit,M,3
Expedita,F,63
Expedite,F,220
Eya,F,766
Éya,F,3
Eyad,M,35
Eyal,M,250
Eydan,M,3
Eydel,F,3
Eyden,M,463
Eyla,F,3
Eylan,M,3
Eyleen,F,3
Eyline,F,17
Eylon,M,4
Eylul,F,9
Eylül,F,10
Eyma,F,4
Eymen,M,709
Eymeric,M,74
Eymerick,M,3
Eytan,M,318
Eythan,M,254
Eyup,M,6
Ezechiel,M,117
Ezéchiel,M,20
Ézéchiel,M,22
Ezeckiel,M,6
Ezekiel,M,128
Ezékiel,M,22
Ézékiel,M,6
Ezel,M,32
Ezel,F,10
Ezequiel,M,35
Ezéquiel,M,3
Ezer,M,3
Ezgi,F,12
Ezilda,F,21
Ezio,M,2727
Ézio,M,16
Ezo,F,3
Ezra,M,380
Ezra,F,3
Eztitxu,F,41
Ezyo,M,3
Ezzio,M,19
Fabian,M,1737
Fabiana,F,4
Fabiano,M,18
Fabien,M,108175
Fabienne,F,102786
Fabio,M,5787
Fabiola,F,1128
Fabriano,M,6
Fabrice,F,18
Fabrice,M,132787
Fabricio,M,10
Fabrina,F,35
Fabrine,F,3
Fabrizio,M,196
Fadel,M,46
Fadela,F,132
Fadhila,F,12
Fadi,M,323
Fadia,F,10
Fadil,M,3
Fadila,F,1589
Fadime,F,45
Fadma,F,17
Fadoua,F,61
Fadwa,F,50
Fady,M,32
Fael,M,22
Faël,M,18
Fahad,M,28
Fahardine,M,3
Fahd,M,90
Fahed,M,28
Fahem,M,3
Fahim,M,308
Fahima,F,71
Fahmi,M,16
Faical,M,27
Faida,F,3
Faina,F,18
Fairouz,F,23
Fairouze,F,4
Faissal,M,31
Faith,F,52
Faiz,M,29
Faïz,M,4
Faiza,F,1083
Faïza,F,56
Faizah,F,3
Faizan,M,6
Faker,M,3
Fakri,M,3
Falida,F,3
Falilou,M,3
Fallon,F,28
Fallone,F,29
Fallou,M,22
Falone,F,13
Faly,M,3
Fama,F,6
Famara,M,3
Fanch,M,75
Fanchette,F,12
Fanchon,F,15
Fanelie,F,76
Fanélie,F,6
Fanely,F,4
Fanette,F,80
Fannie,F,108
Fanny,F,76864
Fanta,F,1628
Fantin,M,79
Fantine,F,1418
Fany,F,338
Faouzi,M,694
Faouzia,F,31
Farah,F,7164
Farel,M,75
Farell,M,41
Fares,M,5238
Farés,M,6
Farès,M,828
Faress,M,3
Faresse,M,6
Farha,F,27
Farhan,M,16
Farhat,M,3
Farid,M,15765
Farida,F,6685
Faride,M,88
Faris,M,55
Fariza,F,7
Farmata,F,3
Farouck,M,4
Faroudja,F,20
Farouk,M,680
Farouq,M,3
Farrah,F,83
Farrel,M,3
Fatah,M,104
Fateh,M,27
Fateha,F,3
Fatema,F,13
Faten,F,165
Fathi,M,345
Fathia,F,166
Fathima,F,3
Fatia,F,46
Fatih,M,848
Fatiha,F,6902
Fatim,F,203
Fatima,F,24582
Fatimata,F,968
Fatimatou,F,18
Fatima-Zahra,F,349
Fatima-Zohra,F,173
Fatime,F,12
Fatimé,F,3
Fatina,F,3
Fatine,F,18
Fatira,F,3
Fatma,F,4581
Fatmana,F,3
Fatmanur,F,3
Fatmata,F,3
Fatna,F,276
Fatou,F,1504
Fatouma,F,479
Fatoumata,F,7747
Fatoumia,F,3
Faty,F,26
Faudel,M,6
Fauste,F,16
Fauste,M,19
Faustin,M,858
Faustin,F,19
Faustina,F,9
Faustine,F,17011
Faustino,M,6
Fausto,M,21
Faustyne,F,3
Fauve,F,13
Fauvette,F,17
Favour,F,6
Fawzi,M,33
Fawzia,F,15
Fayad,M,19
Fayaz,M,3
Faycal,M,1716
Fayçal,M,86
Faycel,M,6
Faye,F,4
Fayel,M,6
Faysal,M,32
Fayssal,M,96
Fazia,F,120
Fazil,M,3
Fazila,F,31
Federica,F,3
Federico,M,54
Fedi,M,9
Fedwa,F,3
Fedy,M,3
Fehmi,M,3
Feinda,F,6
Felice,F,6
Felice,M,4
Felicia,F,1058
Félicia,F,54
Feliciane,F,10
Felicianne,F,29
Felicie,F,8366
Félicie,F,193
Felicien,M,3569
Félicien,M,40
Felicienne,F,1066
Felicite,M,73
Felicite,F,2533
Félicité,F,27
Felicitee,F,18
Felide,F,3
Felie,F,9
Feline,F,3
Felipe,M,252
Felisa,F,3
Felise,F,3
Felix,M,520
Félix,M,43547
Félix,F,185
Felixe,F,27
Felixia,F,19
Felixine,F,4
Fella,F,3
Femi,M,3
Fenda,F,38
Fenelon,M,32
Ferdaous,F,3
Ferdaws,F,3
Ferdi,M,7
Ferdinand,F,9
Ferdinand,M,12311
Ferdinande,F,98
Ferdinando,M,3
Ferdine,F,7
Ferdy,M,6
Ferhat,M,123
Ferial,F,3
Ferida,F,3
Ferie,M,125
Feriee,F,4
Feriel,F,765
Fériel,F,86
Ferielle,F,14
Ferima,F,6
Ferjeux,M,10
Ferlande,F,3
Ferly,M,9
Fernand,M,116349
Fernanda,F,365
Fernande,F,83389
Fernandine,F,3
Fernando,M,2928
Ferouz,F,3
Ferreol,M,13
Ferréol,M,20
Ferrer,M,18
Ferrier,M,7
Feryel,F,623
Féryel,F,9
Feryelle,F,3
Fetah,M,3
Feten,F,6
Fethi,M,156
Feyriel,F,3
Feyza,F,206
Fiacre,F,12
Fiacre,M,80
Fiby,F,3
Fidel,M,15
Fidele,F,43
Fidele,M,262
Fidelia,F,12
Fideline,F,205
Fidéline,F,3
Fidelis,M,6
Fidji,F,3
Fifi,F,4
Filip,M,283
Filipe,M,1629
Filippo,M,73
Filiz,F,103
Fillette,F,3
Filly,F,3
Filomena,F,32
Fily,M,3
Fily,F,20
Finda,F,3
Finn,M,3
Fiona,F,9501
Fiora,F,12
Fiorella,F,24
Fiorenzo,M,17
Fiorina,F,3
Firas,M,239
Firat,M,39
Firdaous,F,112
Firdaws,F,739
Firdawsse,F,3
Firdevs,F,3
Firma,F,9
Firmin,M,5300
Firmin,F,56
Firmine,F,227
Firouze,F,3
Flavia,F,214
Flavian,M,155
Flavie,F,15212
Flavien,F,19
Flavien,M,11240
Flavienne,F,13
Flavio,M,2140
Flavius,M,3
Flavy,F,103
Fleur,F,2728
Fleure,F,3
Fleuriane,F,6
Fleurice,F,3
Fleurie,F,7
Fleurine,F,280
Fleuris,M,6
Fleury,M,683
Flor,F,3
Flora,F,16236
Flora,M,27
Floralie,F,3
Floraline,F,4
Floran,M,33
Florane,F,26
Florbela,F,6
Flore,M,7
Flore,F,8020
Floreal,M,112
Florelle,F,58
Florence,F,144541
Florencia,F,22
Florent,F,3
Florent,M,66222
Florentin,M,4254
Florentin,F,3
Florentina,F,3
Florentine,F,2118
Florestan,M,9
Florestine,F,106
Florette,F,84
Floria,F,36
Florian,M,125132
Floriana,F,14
Floriane,F,16945
Florianne,F,121
Floriant,M,19
Floribert,M,10
Florida,F,36
Floride,M,3
Florie,F,1320
Florient,M,63
Florimond,M,702
Florimonde,F,33
Florin,M,28
Florina,F,36
Florinda,F,3
Florine,F,10054
Floris,M,167
Florise,F,49
Florius,M,6
Florus,M,7
Flory,M,3
Flory,F,3
Floryan,M,21
Floryne,F,23
Floryse,F,3
Floyd,M,3
Fode,M,98
Fodé,M,32
Fodie,M,97
Fodié,M,13
Fodil,M,10
Fort,M,3
Fortuna,F,143
Fortunato,M,3
Fortune,M,1733
Fortune,F,7
Fortunee,F,415
Fouad,M,3451
Fouade,M,3
Foucauld,M,154
Foucault,M,7
Foudil,M,3
Foued,M,267
Fouhad,M,3
Foulemata,F,54
Foulematou,F,7
Fouleymata,F,9
Foulques,M,6
Foune,F,108
Founé,F,12
Fousia,F,6
Fousseni,M,10
Fousseny,M,27
Fousseyni,M,3
Fouzi,M,60
Fouzia,F,1033
Franc,M,520
Franca,F,370
France,F,23234
France,M,586
France-Aimée,F,21
France-Anne,F,3
France-Hélène,F,10
Francelin,M,3
Franceline,F,643
France-Line,F,28
Francelise,F,588
France-Lise,F,309
Francelyne,F,16
Francelyse,F,15
France-Marie,F,24
France-May,F,55
Frances,F,20
Francesa,F,20
Francesca,F,1480
Francesca-Maria,F,14
Francesco,M,1451
Francescu,M,111
Francescu-Maria,M,12
Franceska,F,6
Francette,F,5550
Franceza,F,6
Franchin,M,20
Francia,F,1139
Franciana,F,3
Franciane,F,1023
Francianne,F,53
Franciette,F,3
Francile,F,26
Francillette,F,4
Francina,F,31
Francine,F,89415
Francinet,M,61
Francinette,F,6
Francis,M,162874
Françis,M,8
Francisca,F,558
Francisco,M,4782
Francise,F,110
Franciska,F,82
Francisque,M,3730
Franciszek,M,40
Francius,M,50
Franck,M,174846
Franckie,M,57
Francklin,M,3
Franck-Olivier,M,12
Francky,M,796
Franco,M,1248
Francois,M,180
François,M,397176
François,F,68
François-Antoine,M,3
François-Charles,M,3
Francoise,F,18
Françoise,F,399542
François-Guillaume,M,3
François-Joseph,M,17
François-Julien,M,3
François-Louis,M,3
François-Marie,M,114
François-Regis,M,22
François-Xavier,M,4828
Francy,M,4
Frank,M,8710
Frankie,M,21
Franklin,M,96
Franky,M,108
Frans,M,3
Frantz,M,3785
Frantz,F,17
Frantzy,M,10
Franz,M,169
Franzette,F,9
Fred,M,3210
Freddi,M,97
Freddie,M,3
Freddy,M,13917
Frederi,M,4
Frederic,M,17
Frédéric,F,75
Frédéric,M,323932
Frederica,F,6
Frederich,M,13
Frederick,M,2359
Frédérick,M,54
Frederico,M,28
Frederik,M,191
Frédérik,M,3
Frederika,F,6
Frédérique,M,20
Frédérique,F,47446
Fredo,M,88
Fredy,M,1223
Freya,F,16
Freyja,F,3
Frida,F,591
Fridolin,M,69
Frieda,F,3062
Friede,F,138
Friedrich,M,59
Fritz,M,528
Fructueuse,F,6
Fructueux,M,57
Fructueux,F,16
Frumence,F,16
Fulbert,M,491
Fulbert,F,30
Fulberte,F,59
Fulcrand,M,10
Fulgence,M,12
Fulgent,M,12
Fulvia,F,3
Funda,F,52
Furkan,M,415
Fyona,F,9
Gabi,M,51
Gabie,F,34
Gabin,F,83
Gabin,M,36239
Gabriel,M,176217
Gabriela,F,837
Gabriele,F,189
Gabriele,M,73
Gabriella,F,1523
Gabrielle,F,94148
Gabryel,M,139
Gaby,M,384
Gaby,F,750
Gabyn,M,17
Gad,M,97
Gaedig,F,3
Gael,M,25258
Gael,F,207
Gaël,F,19
Gaël,M,4059
Gaela,F,10
Gaele,F,80
Gaële,F,3
Gaelle,F,46194
Gaëlle,F,10250
Gaetan,M,572
Gaétan,M,213
Gaëtan,M,47880
Gaëtan,F,69
Gaetana,F,23
Gaetane,F,2160
Gaétane,F,3
Gaëtane,F,96
Gaetano,M,213
Gagny,M,6
Gaia,F,532
Gaïa,F,331
Gaid,F,16
Gaïd,F,6
Gaidig,F,20
Gailord,M,3
Gaizka,M,6
Gala,F,18
Galaad,M,63
Galatee,F,9
Galdric,M,76
Galith,F,6
Gamal,M,30
Gamliel,M,3
Gamze,F,172
Ganaelle,F,6
Gaoussou,M,83
Garabed,M,13
Garance,F,8774
Garcin,M,15
Garlonn,F,13
Garry,M,743
Gary,M,3629
Gaspar,M,268
Gaspard,M,17674
Gasparine,F,6
Gaston,F,64
Gaston,M,89659
Gastonia,F,34
Gastonne,F,14
Gata,F,3
Gatien,M,1241
Gatien,F,6
Gatienne,F,37
Gauderique,M,19
Gaultier,M,51
Gauthier,M,14247
Gautier,M,6450
Gauvain,M,24
Gavin,M,9
Gawen,M,3
Gaya,M,28
Gayane,F,13
Gaye,M,45
Gaylor,M,54
Gaylord,M,1317
Gebril,M,74
Gedeon,M,33
Geffrey,M,3
Gema,F,3
Gemael,M,22
Gemima,F,4
Gemma,F,61
Gena,F,46
Genael,M,3
Genes,M,21
Genesa,F,6
Genesis,F,4
Geneviève,F,183954
Geneviève,M,125
Genevievre,F,4
Genia,F,19
Genna,F,26
Gennaro,M,46
Genovefa,F,107
Genowefa,F,44
Gentil,M,69
Gentille,F,3
Geo,M,4
Geoffray,M,447
Geoffrey,M,26167
Geoffroi,M,54
Geoffroy,M,6278
Geoffroy,F,42
George,F,440
George,M,382
Georges,M,402177
Georges,F,434
Georges-Eric,M,3
Georges-Henri,M,10
Georges-Louis,M,3
Georges-Marie,M,348
Georget,M,1004
Georgette,F,151537
Georgi,M,4
Georgia,F,326
Georgiana,F,7
Georgie,M,3
Georgie,F,7
Georgina,F,1905
Georgine,F,503
Georginio,M,7
Georgio,M,6
Georgy,M,29
Gérald,M,28950
Gérald,F,6
Geralde,F,6
Geraldine,F,33883
Géraldine,F,5827
Geraldo,M,11
Gérard,F,175
Gérard,M,376971
Gerardine,F,126
Gerardo,M,24
Geraud,M,955
Geraud,F,7
Géraud,M,32
Gerd,M,34
Gerda,F,109
Geremy,M,12
Gerhard,M,34
Gerlinde,F,32
Germain,M,27922
Germain,F,6
Germaine,F,209552
Germaine,M,3
German,M,3
Germanie,F,11
Germano,M,4
Germier,M,3
Germina,F,6
Germinal,M,24
Gerome,M,290
Gerry,M,6
Gersende,F,168
Gerson,M,3
Gert,M,6
Gerta,F,3
Gertrud,F,4
Gertruda,F,5
Gertrude,F,3883
Gertrude,M,11
Gerty,F,537
Gervais,M,2640
Gervais,F,6
Gervaise,F,453
Gerville,M,26
Gervillia,F,3
Gervine,F,3
Gery,M,1011
Géry,M,19
Gesner,M,6
Gexan,M,35
Ghais,M,27
Ghali,M,20
Ghalia,F,9
Ghania,F,10
Ghassen,M,3
Ghazi,M,3
Ghilas,M,10
Ghiles,M,9
Ghiselaine,F,6
Ghislain,M,8707
Ghislaine,F,61637
Ghislene,F,3
Ghita,F,21
Ghizlaine,F,6
Ghizlane,F,122
Ghizlene,F,6
Ghjulia,F,374
Ghjulia-Maria,F,6
Ghjulian,M,7
Ghjuliana,F,24
Ghjulianu,M,62
Ghjuvan,M,67
Ghjuvanna,F,25
Ghjuvanni,M,40
Ghofrane,F,6
Ghylaine,F,3
Ghyslain,M,13
Ghyslaine,F,1146
Giacomo,M,114
Gian,M,43
Giancarlo,M,25
Gianfranco,M,6
Giani,M,167
Gianluca,M,6
Gianna,F,9
Gianni,M,4579
Giannis,M,3
Gianny,M,81
Giany,M,7
Gibril,M,92
Gift,F,6
Gil,M,1690
Gilbert,M,178075
Gilbert,F,4
Gilberte,F,60062
Gilberthe,F,6
Gilberto,M,32
Gilda,F,748
Gildas,M,5785
Gildas,F,21
Gildwen,M,3
Gilen,M,26
Giles,M,6
Gilette,F,600
Giliane,F,9
Gille,M,24
Gillen,M,6
Gilles,M,172614
Gilles,F,26
Gillette,F,1078
Gillian,F,18
Gillian,M,32
Gilliane,F,27
Gimmy,M,15
Gina,F,2673
Gines,M,71
Ginesa,F,3
Ginette,F,130163
Ginger,F,9
Gino,M,2867
Ginot,M,80
Gioia,F,80
Giordano,M,3
Giorgi,M,3
Giorgia,F,22
Giorgio,M,73
Giovan,M,18
Giovani,M,196
Giovanina,F,3
Giovann,M,3
Giovanna,F,594
Giovanni,M,7803
Giovannina,F,9
Giovanny,M,537
Giovany,M,148
Gipsy,F,13
Girard,M,72
Giraud,M,3
Gireg,M,9
Girel,M,6
Girons,M,4
Gisela,F,17
Giselaine,F,37
Gisele,F,10
Gisèle,M,18
Gisèle,F,134714
Gisella,F,3
Giselle,F,4431
Gisette,F,3
Gishlaine,F,111
Gislain,M,38
Gislaine,F,2829
Gisleine,F,12
Gislene,F,64
Gislhaine,F,339
Gismonde,F,95
Gita,F,19
Gitane,F,109
Giulia,F,9295
Giulian,M,1388
Giuliana,F,535
Giuliann,M,15
Giulianna,F,3
Giuliano,M,211
Giulio,M,214
Giullia,F,6
Giullian,M,3
Giulya,F,15
Giulyan,M,10
Giuseppa,F,60
Giuseppe,M,1294
Giuseppina,F,330
Gizele,F,7
Gizelle,F,3
Gizem,F,148
Gladie,F,42
Gladis,F,13
Gladys,F,6124
Glawdys,F,62
Glen,M,131
Glenda,F,3
Glenn,M,759
Glody,M,3
Gloire,M,19
Gloria,F,1107
Glory,M,3
Glwadys,F,77
Gnima,F,3
Godefroy,F,15
Godefroy,M,204
Godelaine,F,3
Godeleine,F,408
Godelieve,F,9
Godelive,F,3
Godfroy,F,21
Godfroy,M,121
Godwin,M,11
Gohar,F,3
Gokhan,M,138
Golda,F,10
Golven,M,3
Goncalo,M,3
Gonçalo,M,22
