FirstName,Gender,Popularity
Onezime,M,3
Onofrio,M,3
Ons,F,7
Onur,M,236
Oona,F,33
Opale,F,15
Opaline,F,10
Ophelia,F,438
Ophélia,F,33
Ophelie,F,86
Ophélie,F,33978
Opheline,F,35
Ophely,F,26
Opportune,F,34
Oprah,F,3
Optat,M,58
Optat,F,27
Or,F,3
Ora,F,51
Orancie,F,22
Orane,F,1261
Orasie,F,3
Ordia,F,3
Orel,M,6
Oren,M,178
Oreste,M,50
Orhan,M,32
Oria,F,56
Orian,M,15
Oriana,F,286
Oriane,F,7571
Orianna,F,9
Orianne,F,918
Oriano,M,3
Orida,F,7
Orietta,F,10
Orion,M,18
Orlan,M,13
Orlando,M,220
Orlane,F,7317
Orlanne,F,40
Orlia,F,3
Orna,F,3
Ornela,F,15
Ornella,F,5748
Orpha,F,3
Orphee,M,12
Orphee,F,10
Orphée,M,4
Orphina,F,6
Orphise,F,4
Orso,M,116
Orson,M,20
Ortal,F,8
Ory,M,6
Oscar,M,18824
Oskar,M,116
Osman,M,401
Osmane,F,3
Osmin,M,117
Ossama,M,39
Ossana,F,9
Osvaldo,M,6
Oswald,M,96
Othilie,F,62
Othman,M,737
Othmân,M,3
Othmane,M,540
Othniel,M,3
Othon,M,1159
Otilia,F,3
Otis,M,6
Otman,M,7
Otmane,M,16
Ottilie,F,3
Otto,M,620
Otton,M,51
Ouadi,M,3
Ouafa,F,86
Ouafaa,F,3
Ouahiba,F,58
Ouahid,M,16
Ouajdi,M,6
Ouali,M,10
Oualid,M,889
Oualida,F,3
Ouarda,F,597
Ouardia,F,172
Ouassila,F,69
Ouassim,M,17
Ouassini,M,16
Oubay,M,3
Oubey,M,3
Ouelid,M,3
Ouidad,F,3
Ouided,F,17
Ouisa,F,10
Ouisem,M,3
Ouissam,M,9
Ouissem,M,48
Ouiza,F,36
Oulfa,F,56
Oumaima,F,216
Oumaïma,F,17
Oumar,M,1816
Oumarou,M,59
Oumaya,F,9
Oumayma,F,257
Oumayra,F,3
Oumeima,F,3
Oumeïma,F,3
Oumeyma,F,36
Oumme,F,3
Oumnia,F,15
Oumniya,F,3
Oumou,F,1534
Oumy,F,30
Ounays,M,7
Ounayssa,F,9
Ouneyssa,F,6
Ounissa,F,10
Ourdia,F,96
Ouria,F,172
Ourida,F,156
Ouriel,M,78
Ours,M,459
Ousama,M,6
Ousman,M,50
Ousmane,M,1939
Oussama,M,1550
Oussema,M,3
Ousseynou,M,4
Oussmane,M,3
Ouways,M,106
Ouweys,M,16
Ovadia,M,9
Ovide,M,182
Oviya,F,8
Oways,M,11
Owen,M,8436
Owenn,M,28
Oweys,M,4
Oweyss,M,3
Oxana,F,33
Oxane,F,3
Oxanna,F,10
Oyan,M,3
Oyana,F,31
Oyhan,M,3
Oyhana,F,3
Ozan,M,232
Ozge,F,31
Ozgul,F,3
Ozgur,M,38
Ozkan,M,15
Ozlem,F,189
Pa,F,33
Pablo,M,10211
Pacifique,M,16
Paco,M,1643
Pacome,M,874
Pacôme,M,551
Padoue,M,3
Padoue,F,9
Padrig,M,3
Paige,F,3
Pako,M,4
Palma,F,12
Palmina,F,3
Palmira,F,3
Palmire,F,8
Palmyr,M,15
Palmyre,F,1050
Paloma,F,4750
Pamela,F,5916
Paméla,F,339
Pamella,F,4
Pamina,F,3
Pamphile,M,98
Pamphilia,F,12
Pancrace,M,48
Pandiale,F,3
Pandore,F,3
Panpi,M,7
Pantaleon,M,15
Pantxika,F,170
Pantxo,M,14
Pantxoa,M,6
Paol,M,75
Paola,F,5584
Paolina,F,85
Paoline,F,7
Paolo,M,4847
Papa,M,12
Pape,M,76
Paquerette,F,620
Paquita,F,90
Parfait,M,549
Parfait,F,28
Parfaite,F,182
Paris,F,66
Paris,M,19
Parquerette,F,5
Parvedy,F,11
Pascal,F,24
Pascal,M,304421
Pascale,F,100682
Pascalie,F,4
Pascaline,F,8348
Pascual,M,15
Pasquale,F,6
Pasquale,M,68
Pasqualina,F,16
Pasqualine,F,24
Pasquin,M,49
Pasquine,F,64
Passion,M,7
Passionis,M,10
Passionise,F,25
Passionnise,F,8
Pasteur,M,16
Patern,M,29
Paterne,F,10
Paterne,M,42
Patient,M,17
Patric,M,257
Patrice,M,135809
Patrice,F,445
Patricia,F,205563
Patricie,F,11
Patricio,M,21
Patrick,M,392933
Patrik,M,31
Patrizia,F,152
Patrizio,M,3
Patrycja,F,3
Patryck,M,3
Patryk,M,29
Patty,F,3
Patxi,M,485
Paul,F,16
Paul,M,415062
Paula,F,3222
Paul-Adrien,M,16
Paul-Alexandre,M,18
Paul-André,M,13
Paul-Antoine,M,250
Paul-Arthur,M,50
Paul-Augustin,M,3
Paule,F,42862
Paul-Edouard,M,23
Paul-Emile,M,106
Paul-Emmanuel,M,10
Paulette,F,211808
Paul-François,M,24
Paul-Henri,M,97
Paul-Henry,M,6
Paul-Hugo,M,3
Paulia,F,9
Paulin,M,2007
Paulina,F,73
Pauline,F,153254
Paul-Joseph,M,9
Paul-Louis,M,66
Paul-Loup,M,3
Paul-Marie,M,65
Paul-Mathieu,M,4
Paulmise,F,4
Paulo,M,2722
Paul-Vincent,M,4
Paul-Yves,M,3
Pavel,M,93
Pavle,M,7
Pearl,F,32
Pedro,M,2564
Pegguy,M,8
Pegguy,F,21
Peggy,F,16486
Peggy,M,36
Peguy,F,43
Peguy,M,7
Peinda,F,3
Peio,M,455
Peïo,M,15
Pelage,M,32
Pelagia,F,38
Pelagie,M,14
Pelagie,F,377
Pelin,F,42
Peline,F,3
Pema,F,9
Penda,F,113
Penelope,F,1837
Pénélope,F,766
Peniel,M,3
Penielle,F,3
Pepin,M,279
Pepin,F,56
Pepita,F,27
Peran,M,3
Perig,M,4
Perihan,F,3
Perina,F,12
Perine,F,178
Perla,F,238
Perle,F,624
Perline,F,4
Permal,M,31
Pernelle,F,15
Peroline,F,142
Peronne,F,21
Perpetue,F,50
Perpetue,M,15
Perrina,F,10
Perrine,F,20264
Perroline,F,6
Perryne,F,3
Pervenche,F,6
Petar,M,3
Peter,M,2699
Peterson,M,26
Petra,F,26
Petronille,M,72
Petronille,F,623
Pétronille,F,3
Petru,M,121
Petru-Maria,M,27
Petrus,M,670
Petru-Santu,M,36
Pettan,M,7
Petula,F,3
Peyo,M,182
Peyton,F,35
Phanelie,F,3
Pharailde,F,3
Pharel,M,31
Pharell,M,694
Pharrell,M,83
Philae,F,10
Philaé,F,6
Philbert,M,170
Phileas,M,96
Philéas,M,9
Philemon,M,212
Philémon,M,32
Philibert,M,1814
Philibert,F,18
Philiberte,F,268
Philine,F,3
Philip,M,460
Philipe,M,3
Philipp,M,6
Philippa,F,55
Philippe,M,535119
Philippe,F,155
Philippe-Alexandre,M,4
Philippe-Marie,M,3
Philippine,F,4543
Philippo,M,3
Phillip,M,12
Philogene,M,29
Philogone,F,120
Philogone,M,105
Philomena,F,6
Philomene,M,35
Philomene,F,9608
Philomène,F,306
Philomin,M,3
Phoebe,F,152
Phuong,F,12
Phybie,F,3
Pia,F,1314
Pie,M,47
Pie,F,21
Pierette,F,8
Pierina,F,35
Pierino,M,10
Piero,M,20
Pierre,F,626
Pierre,M,890615
Pierre-Adrien,M,67
Pierre-Alain,M,429
Pierre-Alban,M,6
Pierre-Alexandre,M,1461
Pierre-Alexis,M,145
Pierre-André,M,194
Pierre-Ange,M,31
Pierre-Antoine,M,2217
Pierre-Arnaud,M,18
Pierre-Arthur,M,3
Pierre-Baptiste,M,72
Pierre-Charles,M,10
Pierre-Dominique,M,3
Pierre-Edouard,M,214
Pierre-Elie,M,4
Pierre-Emmanuel,M,1456
Pierre-Eric,M,22
Pierre-Etienne,M,144
Pierre-Félix,M,3
Pierre-François,M,532
Pierre-Gilles,M,3
Pierre-Guillaume,M,7
Pierre-Henri,M,672
Pierre-Henry,M,9
Pierre-Jean,M,1069
Pierre-Joseph,M,12
Pierre-Julien,M,9
Pierre-Laurent,M,10
Pierre-Loïc,M,3
Pierre-Louis,M,3467
Pierre-Loup,M,6
Pierre-Luc,M,51
Pierre-Marie,M,1750
Pierre-Mathieu,M,3
Pierre-Maxime,M,3
Pierre-Michel,M,15
Pierre-Nicolas,M,14
Pierre-Olivier,M,687
Pierre-Paul,M,96
Pierre-Philippe,M,23
Pierre-Richard,M,3
Pierrette,F,79648
Pierre-Vincent,M,9
Pierre-Yves,M,6790
Pierric,M,338
Pierrick,M,15749
Pierrina,F,19
Pierrine,F,504
Pierrot,M,843
Pierryck,M,3
Pietro,M,467
Pilar,F,422
Pina,F,22
Pinar,F,38
Pino,M,10
Pio,M,62
Piotr,M,9
Piraveen,M,3
Placide,F,58
Placide,M,292
Placidie,F,6
Plamedi,F,3
Plume,F,3
Pol,M,1718
Pola,F,10
Pol-Aurélien,M,3
Polina,F,14
Polly,F,3
Polycarpe,F,6
Polycarpe,M,17
Polydore,M,27
Pompee,M,12
Ponama,F,10
Poppy,F,3
Porphyre,M,14
Pothin,M,25
Poyraz,M,6
Prague,M,6
Praveen,M,9
Precieuse,F,6
Précieuse,F,3
Précieux,M,6
Precilia,F,109
Precillia,F,98
Precious,F,15
Precylia,F,10
Predrag,M,37
Prescilia,F,598
Prescilla,F,427
Prescillia,F,4114
Presley,M,4
Preston,M,273
Priam,M,42
Pricillia,F,9
Prigent,M,15
Primerose,F,3
Primitive,F,15
Primo,M,144
Prince,M,201
Princess,F,9
Princesse,F,30
Princia,F,3
Principe,M,3
Prisca,F,2323
Prisca,M,132
Priscila,F,3
Priscilia,F,294
Priscilla,F,11659
Priscille,F,901
Priscillia,F,6297
Priska,F,13
Privat,M,208
Privat,F,32
Priya,F,53
Priyanka,F,15
Promesse,F,6
Prosper,M,4264
Prosper,F,38
Prospere,F,10
Prosperine,F,21
Providence,F,12
Prudence,F,327
Prudent,M,165
Prune,F,1543
Prunelle,F,51
Prunille,F,3
Pulcherie,M,72
Pulcherie,F,300
Purity,F,11
Pyrene,F,4
Qaïs,M,3
Qassim,M,655
Qassym,M,3
Qays,M,63
Qayyim,M,8
Quang,M,13
Queen,F,3
Quentin,M,126712
Quetty,F,4
Quilicus,M,23
Quincy,M,7
Quinto,M,13
Quirin,M,34
Quirin,F,10
Quiterie,F,48
Quitterie,F,752
Quoc,M,22
Rabah,M,1627
Rabbah,M,6
Rabea,F,3
Rabeb,F,4
Rabera,F,3
Rabha,F,9
Rabia,F,620
Rabie,M,3
Rabih,M,3
Rabiha,F,34
Rabii,M,3
Rabiya,F,10
Racha,F,118
Rachad,M,3
Rached,M,25
Rachel,M,33
Rachel,F,44814
Rachele,F,77
Rachelle,F,2117
Rachid,M,16237
Rachida,F,4613
Rachide,M,39
Racim,M,70
Racine,M,3
Racky,F,3
Rade,M,6
Radegonde,F,268
Radhia,F,13
Radia,F,342
Radidja,F,11
Radija,F,87
Radja,M,3
Radjen,M,12
Radji,M,4
Radjiv,M,7
Radmila,F,3
Radoine,M,9
Radouan,M,6
Radouane,M,217
Raed,M,6
Rafael,M,12483
Rafaël,M,4139
Rafaela,F,45
Rafaele,F,20
Rafaella,F,3
Rafaelle,F,38
Rafaëlle,F,7
Raffael,M,9
Raffaele,M,51
Raffi,M,12
Rafif,F,3
Rafik,M,533
Rafika,F,41
Rahaf,F,6
Rahama,F,3
Raheem,M,3
Rahel,F,17
Rahela,F,3
Rahil,F,10
Rahim,M,212
Rahima,F,22
Rahma,F,1323
Rahman,M,3
Rahnia,F,9
Rahyan,M,3
Raiane,M,3
Raicha,F,3
Raihana,F,16
Raihane,M,4
Railey,M,12
Raïley,M,45
Raimond,M,79
Raimonde,F,29
Raimondo,M,3
Raina,F,31
Raïna,F,14
Rainer,M,20
Rais,M,10
Raïs,M,36
Raisa,F,9
Raissa,F,1238
Raïssa,F,209
Raj,M,3
Raja,M,3
Raja,F,261
Rajaa,F,40
Rajae,F,3
Rajah,F,3
Rajendra,M,3
Rajiv,M,6
Raki,F,3
Ralf,M,6
Ralid,M,4
Ralph,M,536
Raluca,F,3
Rama,F,32
Ramadan,M,3
Ramata,F,481
Ramatou,F,15
Ramatoulaye,F,102
Ramazan,M,167
Ramdane,M,52
Rameaux,M,17
Ramez,M,3
Rami,M,508
Ramon,M,327
Ramona,F,20
Ramsamy,M,62
Ramuntcho,M,159
Ramuntxo,M,90
Ramy,M,377
Ramzi,M,995
Ramzy,M,9
Rana,F,175
Randa,F,36
Randall,M,3
Randy,M,710
Rani,M,39
Rani,F,3
Rania,F,5243
Ranim,F,154
Ranime,F,30
Raniya,F,3
Rany,M,6
Ranya,F,704
Raouda,F,7
Raoudha,F,3
Raouf,M,205
Raoul,F,30
Raoul,M,26901
Raoule,F,17
Raoult,M,3
Raoulx,M,8
Raphael,M,7319
Raphaël,M,131207
Raphaël,F,43
Raphaela,F,52
Raphaele,F,805
Raphaële,F,42
Raphaella,F,145
Raphaëlla,F,3
Raphaelle,F,5920
Raphaëlle,F,1866
Raquel,F,238
Rares,M,3
Raslen,M,11
Rassim,M,15
Ratiba,F,24
Raul,M,47
Ravi,M,4
Ravza,F,26
Rawan,F,15
Rawane,F,34
Rawda,F,6
Rawen,F,9
Ray,M,3
Raya,F,3
Rayan,M,35803
Rayana,F,57
Rayane,F,9
Rayane,M,9874
Rayann,M,140
Rayanna,F,3
Rayanne,M,61
Rayden,M,3
Rayen,M,283
Rayene,M,3
Rayhan,M,314
Rayhana,F,270
Rayhane,F,6
Rayhanna,F,3
Rayma,F,3
Raymond,F,3
Raymond,M,270881
Raymonde,F,163405
Raymone,F,4
Raymonia,F,3
Rayna,F,10
Raynal,M,3
Raynald,M,1728
Raynaud,M,6
Rayssa,F,9
Rayyan,M,122
Rayyane,M,3
Razan,F,22
Razane,F,384
Razia,F,3
Razika,F,9
Rebeca,F,92
Rebecca,F,9764
Rébecca,F,82
Rebeka,F,6
Rebiha,F,13
Recep,M,9
Reda,M,3366
Réda,M,110
Redha,M,73
Redoine,M,6
Redouan,M,15
Redouane,M,1108
Redwan,M,118
Redwane,M,79
Reem,F,20
Regia,F,12
Regina,F,2241
Régina,F,3
Reginald,M,161
Réginald,M,3
Régine,F,60282
Regis,M,57442
Régis,M,2619
Rehan,M,117
Réhan,M,54
Rehana,F,3
Rehane,F,17
Rehane,M,3
Reina,F,3
Reinald,M,3
Reine,F,31041
Reine,M,13
Reine-Claude,F,354
Reine-Marie,F,539
Reine-May,F,151
Reinette,F,274
Reinhard,M,35
Reinhold,M,74
Reinold,M,11
Reis,M,6
Rejan,M,9
Rejane,F,8013
Réjane,F,106
Rejanne,F,10
Rejean,M,6
Rejeane,F,3
Rejeanne,F,3
Rejine,F,3
Rekia,F,6
Relique,F,3
Remedios,F,18
Remi,M,352
Rémi,M,85453
Rémi,F,21
Remicia,F,26
Remie,F,13
Reminiscere,M,3
Remise,F,133
Remo,M,46
Remond,M,145
Remonde,F,3
Remus,M,3
Remy,M,104
Rémy,M,69327
Rémy,F,37
Rena,F,3
Renald,M,977
Rénald,M,3
Renaldo,M,76
Renan,M,830
Renas,M,6
Renata,F,13
Renate,F,19
Renato,M,250
Renaud,M,20744
René,M,514678
René,F,7
René-Claude,M,127
Renée,F,220449
Renée-Claude,F,3
Renée-Paule,F,3
Renelde,F,300
Renelia,F,82
Renelise,F,54
Renelle,F,637
René-Paul,M,65
René-Pierre,M,15
Renette,F,188
René-Yves,M,3
Renzo,M,51
Reouven,M,24
Reparate,F,18
Rephael,M,21
Reshad,M,3
Restitude,F,97
Resul,M,3
Reuben,M,3
Revan,M,3
Reyan,M,6
Reyhan,F,6
Reyhan,M,3
Reymond,M,605
Reymonde,F,275
Reynald,M,3711
Reynaldo,M,9
Reynaud,M,3
Reza,M,3
Rhania,F,6
Rhita,F,6
Rhizlane,F,6
Rhonda,F,3
Riad,M,1356
Riadh,M,59
Riana,F,13
Ricardo,M,1386
Riccardo,M,6
Richad,M,3
Richard,M,80380
Richard,F,103
Richarde,F,93
Richardine,F,4
Richardson,M,20
Richel,M,18
Richelaine,F,6
Richelieu,M,6
Richelin,M,5
Richemond,M,49
Richemont,M,91
Richeville,M,77
Rick,M,12
Ricky,M,22
Rico,M,298
Rida,M,366
Ridge,M,6
Ridgy,M,3
Ridha,M,58
Ridouane,M,6
Ridvan,M,12
Ridwan,M,10
Ridwane,M,15
Rieul,M,51
Rigobert,M,871
Rigobert,F,48
Rigoberte,F,43
Rihab,F,48
Riham,F,87
Rihame,F,6
Rihan,M,4
Rihana,F,65
Rihanna,F,443
Rihem,F,48
Riles,M,13
Rilès,M,3
Riley,M,155
Riley,F,21
Rim,F,864
Rima,F,134
Rimas,F,3
Rime,F,153
Rimes,F,3
Rimès,F,3
Rimess,F,3
Rimesse,F,9
Rina,F,337
Rinad,F,3
Rinaldo,M,24
Rined,F,6
Ringo,M,34
Rino,M,79
Riquette,F,4
Rishan,M,3
Rishi,M,3
Risla,F,4
Rita,F,5083
Ritadje,F,3
Ritage,F,8
Ritaj,F,216
Ritaje,F,18
Rital,F,10
Ritchie,M,64
Ritchy,M,202
Ritedj,F,7
Ritege,F,19
Ritège,F,4
Ritej,F,420
Ritèj,F,3
Riteje,F,8
Ritel,F,7
Rito,M,9
Ritta,F,16
Rivaldo,M,19
Rivka,F,201
Riwal,M,39
Riwan,M,309
Riwane,M,3
Riya,F,6
Riyad,M,1719
Riyan,M,12
Rizlaine,F,29
Rizlane,F,31
Rizlene,F,48
Rizlène,F,6
Rizwana,F,3
Rkia,F,7
Roan,M,153
Roane,M,3
Robby,M,6
Robenson,M,3
Robert,F,43
Robert,M,417063
Roberta,F,10
Roberte,F,8220
Robertine,F,541
Robertino,M,7
Roberto,M,1959
Robespierre,M,3
Robin,M,48030
Robin,F,11
Robine,F,3
Robinson,M,454
Roby,M,15
Robyn,F,3
Rocco,M,189
Roch,F,16
Roch,M,1338
Rochdi,M,19
Rocio,F,4
Rock,M,107
Rocky,M,14
Rodayna,F,32
Roddy,M,18
Rodi,M,7
Rodina,F,4
Rodney,M,82
Rodny,M,30
Rodolfo,M,9
Rodolph,M,13
Rodolphe,F,7
Rodolphe,M,19663
Rodrigo,M,302
Rodrigue,M,5784
Rodrigues,M,6
Rodriguez,M,3
Rody,M,19
Rogatien,M,221
Rogatienne,F,22
Roge,M,3
Rogelio,M,3
Roger,M,421892
Roger,F,85
Rogerio,M,29
Roger-Pierre,M,3
Rogine,F,4
Rohan,M,677
Rohann,M,27
Rohat,M,3
Rohit,M,3
Rojbin,F,3
Rojda,F,6
Rojhat,M,12
Rojin,F,42
Rokaya,F,16
Rokhaya,F,36
Rokhya,F,3
Rokia,F,341
Rokiatou,F,17
Rokiya,F,6
Rokya,F,11
Roland,M,129432
Rolande,F,37358
Rolando,M,15
Rolf,M,136
Rolian,M,24
Rolland,M,6117
Rollande,F,574
Rollin,M,17
Rolph,M,27
Roma,F,3
Romain,M,188441
Romain,F,9
Romaine,F,913
Romaissa,F,156
Romaïssa,F,65
Romaissae,F,3
Roman,M,6102
Romance,F,6
Romane,M,13
Romane,F,55451
Romanie,F,27
Romann,M,159
Romano,M,18
Romaric,M,2566
Romarick,M,3
Romario,M,58
Romayssa,F,47
Romeo,M,582
Roméo,M,6204
Romero,M,3
Romi,F,6
Romie,F,128
Romina,F,10
Romuald,M,17376
Romuald,F,25
Romualde,F,3
Romule,M,129
Romy,F,8131
Romy,M,6
Ron,M,69
Ronael,M,6
Ronald,M,1900
Ronaldinio,M,16
Ronaldo,M,81
Ronan,M,13403
Ronel,M,3
Roni,M,45
Ronnie,M,7
Ronny,M,161
Rony,M,949
Roqaya,F,3
Rosa,F,13246
Rosabelle,F,15
Rosaire,M,1402
Rosaire,F,3
Rosalba,F,26
Rosalia,F,126
Rosalie,M,48
Rosalie,F,17355
Rosalina,F,3
Rosalinda,F,28
Rosalinde,F,24
Rosaline,F,3
Rosa-Maria,F,177
Rosa-Marie,F,6
Rosan,M,613
Rosana,F,19
Rosane,F,220
Rosange,F,28
Rosanna,F,125
Rosanne,F,55
Rosaria,F,164
Rosario,M,195
Rosario,F,134
Rose,M,39
Rose,F,96166
Rose-Aimée,F,136
Rose-Anne,F,24
Rose-Colette,F,3
Roseda,F,3
Rose-Hélène,F,212
Roselaine,F,8
Roselia,F,20
Rosélia,F,3
Roselie,F,18
Roselin,M,6
Roselinde,F,9
Roseline,F,14929
Rose-Line,F,100
Roselise,F,42
Rose-Lise,F,41
Rosella,F,44
Rosely,F,9
Roselyne,F,21084
Rose-Lyne,F,3
Roselys,F,7
Rose-Mai,F,15
Rosemain,M,3
Rosemaine,F,4
Rosemarie,F,163
Rose-Marie,F,7484
Rosemary,F,12
Rosemay,F,58
Rose-May,F,656
Rose-Mery,F,91
Rosemond,M,8
Rosemonde,F,891
Rose-Noëlle,F,7
Roseta,F,3
Rosetta,F,104
Rosette,F,3749
Roshan,M,30
Rosia,F,3
Rosiana,F,5
Rosiane,F,67
Rosie,F,621
Rosina,F,126
Rosindo,M,3
Rosine,F,5320
Rosita,F,721
Rosite,F,42
Rossana,F,21
Rostom,M,3
Rosuel,M,9
Roswitha,F,68
Rosy,M,3
Rosy,F,367
Rouchdi,M,3
Roudayna,F,9
Rougui,F,6
Roukaya,F,3
Roukia,F,7
Roumaissa,F,12
Roumaïssa,F,12
Roumayssa,F,55
Roumeyssa,F,3
Rowan,M,81
Roxana,F,29
Roxane,F,16442
Roxanne,F,1603
Roy,M,124
Royan,M,3
Roza,F,18
Rozan,M,6
Rozelin,F,3
Rozen,F,31
Rozenn,F,3268
Ruan,M,3
Rubben,M,21
Rubby,F,3
Ruben,M,12656
Rubén,M,10
Rubens,M,202
Rubi,F,3
Rubin,M,3
Rubis,F,19
Ruby,F,241
Ruddy,M,2225
Rudi,M,18
Rudolf,M,44
Rudolph,M,75
Rudolphe,M,368
Rudy,M,17440
Ruffin,M,117
Ruffine,F,63
Rufin,M,274
Rufin,F,3
Rufine,F,507
Rui,M,979
Rui-Manuel,M,3
Ruken,F,5
Rukiye,F,46
Rumeysa,F,126
Rupert,M,3
Ruphine,F,16
Russel,M,11
Ruth,F,1458
Ruveyda,F,13
Rwan,M,22
Ryad,M,2920
Ryan,M,17240
Ryana,F,9
Ryane,M,12
Ryann,M,3
Ryanna,F,3
Ryhad,M,3
Ryhan,M,3
Ryhana,F,12
Ryhanna,F,3
Rylan,M,3
Ryles,M,21
Ryley,M,6
Rym,F,558
Ryma,F,10
Ryme,F,25
Ryo,M,3
Saad,M,812
Saâd,M,13
Saadi,M,19
Saadia,F,188
Saba,F,11
Sabah,F,1662
Sabas,F,98
Sabas,M,225
Saber,M,224
Sabera,F,7
Sabiha,F,12
Sabin,M,91
Sabina,F,119
Sabine,F,60435
Sabir,M,9
Sabra,F,14
Sabri,M,3450
Sabria,F,25
Sabrina,F,93901
Sabrine,F,1185
Sabry,M,206
Sabrya,F,6
Sabryna,F,3
Sacha,M,46664
Sacha,F,1762
Sacra,F,6
Sada,M,9
Sadek,M,49
Sadi,M,50
Sadia,F,819
Sadio,F,480
Sadio,M,245
Sadjy,M,3
Sadok,M,10
Sael,M,86
Saël,M,43
Safa,F,2540
Safa,M,4
Safaa,F,290
Safae,F,233
Safi,M,3
Safia,F,4299
Safiatou,F,142
Safina,F,9
Safir,M,105
Safira,F,19
Safiya,F,1994
Safiyah,F,12
Safiye,F,3
Safiyya,F,27
Safora,F,3
Safouane,M,62
Safwan,M,248
Safwane,M,245
Safya,F,226
Sagana,F,3
Sagia,F,3
Sagra,F,7
Sahar,F,18
Sahara,F,3
Sahbi,M,23
Sahel,M,79
Sahil,M,3
Sahin,M,3
Sahina,F,8
Sahona,F,3
Sahra,F,1150
Saian,M,3
Saïan,M,6
Saibo,M,3
Said,M,8475
Saïd,M,320
Saida,F,1572
Saïda,F,52
Saidou,M,72
Saïdou,M,12
Saif,M,66
Saïf,M,15
Saifeddine,M,3
Saïf-Eddine,M,3
Saina,F,170
Saïna,F,56
Saint,M,1186
Saint,F,82
Saint-Ange,M,268
Saint-Ange,F,3
Saint-Clair,M,25
Saint-Cyr,M,70
Sainte,M,275
Sainte,F,499
Sainte-Catherine,M,7
Sainte-Claire,M,6
Sainte-Croix,M,276
Sainte-Croix,F,26
Saint-Eloi,M,6
Sainte-Luce,M,32
Sainte-Marie,M,3
Sainte-Rose,M,28
Saint-Hélène,M,3
Saint-Hilaire,M,20
Saint-Jean,M,267
Saint-Just,M,28
Saint-Juste,M,3
Saint-Louis,M,16
Saint-Marc,M,3
Saint-Martin,M,206
Saint-Omer,M,6
Saint-Pierre,M,3
Saint-Prix,M,3
Saint-Yves,M,74
Saioa,F,19
Saira,F,7
Saja,F,199
Sajed,M,38
Sajid,M,162
Sajida,F,24
Sajjad,M,4
Sakina,F,1489
Sakura,F,15
Sala,M,3
Salah,M,2224
Salahdine,M,6
Salaheddine,M,19
Salah-Eddine,M,27
Salahedine,M,6
Salama,F,6
Salamata,F,48
Salea,F,3
Saleh,M,9
Saleha,F,172
Salem,M,650
Salhia,F,3
Sali,F,3
Salia,M,4
Salif,M,237
Salih,M,54
Saliha,F,1285
Salim,M,6921
Salima,F,4285
Salimata,F,650
Salimatou,F,47
Salime,M,10
Salimou,M,16
Salina,F,6
Saliou,M,21
Salle,F,3
Sally,M,3
Sally,F,89
Salma,F,7185
Salman,M,284
Salmân,M,6
Salmane,M,130
Saloi,F,7
Salome,F,841
Salomé,F,22620
Salomee,F,117
Salomée,F,8
Salomon,M,618
Saloua,F,201
Saloum,M,3
Salsabil,F,118
Salsabile,F,3
Salvador,M,654
Salvadora,F,3
Salvat,M,122
Salvator,M,261
Salvatore,M,2512
Salvatrice,F,31
Salvina,F,4
Salwa,F,184
Saly,F,32
Salya,F,6
Sam,F,38
Sam,M,3747
Sama,F,15
Samael,M,3
Samaël,M,3
Samah,F,128
Samana,F,4
Samanta,F,55
Samantha,F,15542
Samar,F,61
Samara,F,39
Samba,M,1217
Sambou,M,31
Samed,M,3
Sameh,M,3
Samenta,F,3
Samera,F,6
Samery,M,3
Samet,M,161
Sami,M,11393
Samia,F,12198
Samih,M,9
Samiha,F,38
Samina,F,3
Samir,M,14382
Samira,F,10709
Samirah,F,10
Samire,M,6
Samiya,F,3
Sammy,M,387
Samory,M,3
Sampiero,M,10
Sampieru,M,10
Samra,F,58
Samsha,F,3
Samson,F,58
Samson,M,696
Samuel,M,86199
Samuel,F,3
Samuël,M,7
Samuella,F,6
Samuelle,F,9
Samy,M,14419
Samya,F,124
Samyr,M,7
Samyra,F,59
Sana,F,5942
Sanaa,F,1325
Sanae,F,206
Sanaé,F,6
Sanah,F,56
Sanata,F,3
Sanda,F,3
Sandie,F,2216
Sandjana,F,10
Sandjay,M,3
Sandra,F,102218
Sandrina,F,383
Sandrine,F,238964
Sandrino,M,3
Sandro,M,5535
Sandry,M,3
Sandy,F,13784
Sandy,M,994
Sandya,F,3
Sanela,F,25
Sania,F,219
Saniya,F,15
Sanja,F,19
Sanjana,F,43
Sanjay,M,72
Sanjivan,M,9
Sankoumba,M,12
Sanna,F,31
Santa,F,117
Santana,F,6
Sante,M,3
Santhosh,M,16
Santi,M,3
Santiago,M,451
Santiana,F,3
Santina,F,57
Santino,M,86
Santo,M,23
Santu,M,48
Sanya,F,18
Saona,F,196
Saoussen,F,3
Saphia,F,59
Saphir,M,53
Saphira,F,3
Sara,F,22797
Sarafina,F,17
Sarah,F,165264
Sarah-Lou,F,8
Sarai,F,6
Saran,F,60
Sarata,F,6
Sarha,F,31
Sarina,F,13
Sarita,F,4
Sarkis,M,9
Sarra,F,726
Sarrah,F,4
Sarujan,M,3
Sasa,M,163
Sascha,M,19
Sasha,F,5246
Sasha,M,7444
Saskia,F,132
Sassia,F,4
Satheen,F,3
Satheene,F,3
Satie,F,3
Satine,F,380
Satou,F,3
Saturna,F,4
Saturnin,F,50
Saturnin,M,646
